sbj	stim	rt	key	pos	uhnd	hndns	eye	sex	age	edu
8101992752	40.bmp	0.4585875	p	5	r	r	l	m	25	3
8101992752	0.bmp	0.4012251	p	6	r	r	l	m	25	3
8101992752	0.bmp	0.3580682	p	8	r	r	l	m	25	3
8101992752	0.bmp	0.4431181	p	1	r	r	l	m	25	3
8101992752	0.bmp	0.6288582	o	9	r	r	l	m	25	3
8101992752	60.bmp	0.6841463	o	13	r	r	l	m	25	3
8101992752	10.bmp	0.5790229	o	5	r	r	l	m	25	3
8101992752	50.bmp	0.6332252	o	6	r	r	l	m	25	3
8101992752	0.bmp	0.6820607	p	4	r	r	l	m	25	3
8101992752	40.bmp	0.6516145	o	10	r	r	l	m	25	3
8101992752	20.bmp	0.7803347	o	8	r	r	l	m	25	3
8101992752	10.bmp	0.5098836	p	4	r	r	l	m	25	3
8101992752	70.bmp	0.7475777	p	10	r	r	l	m	25	3
8101992752	50.bmp	0.6003373	p	8	r	r	l	m	25	3
8101992752	0.bmp	0.6449751	p	5	r	r	l	m	25	3
8101992752	20.bmp	0.4271846	p	5	r	r	l	m	25	3
8101992752	20.bmp	0.7398591	o	9	r	r	l	m	25	3
8101992752	20.bmp	0.6905435	o	1	r	r	l	m	25	3
8101992752	0.bmp	0.521411	o	7	r	r	l	m	25	3
8101992752	70.bmp	0.5162381	o	4	r	r	l	m	25	3
8101992752	50.bmp	0.6138248	o	13	r	r	l	m	25	3
8101992752	80.bmp	0.4820847	o	12	r	r	l	m	25	3
8101992752	60.bmp	0.4660429	o	11	r	r	l	m	25	3
8101992752	20.bmp	0.5692028	o	4	r	r	l	m	25	3
8101992752	30.bmp	0.4092979	o	4	r	r	l	m	25	3
8101992752	50.bmp	0.6150715	o	11	r	r	l	m	25	3
8101992752	80.bmp	1.0201143	o	3	r	r	l	m	25	3
8101992752	80.bmp	0.8065148	o	13	r	r	l	m	25	3
8101992752	10.bmp	0.4599158	o	6	r	r	l	m	25	3
8101992752	60.bmp	0.4291754	o	9	r	r	l	m	25	3
8101992752	80.bmp	0.4176146	o	8	r	r	l	m	25	3
8101992752	30.bmp	0.404728	o	5	r	r	l	m	25	3
8101992752	40.bmp	0.3062855	p	12	r	r	l	m	25	3
8101992752	40.bmp	0.6449947	p	13	r	r	l	m	25	3
8101992752	70.bmp	0.328526	o	7	r	r	l	m	25	3
8101992752	10.bmp	0.3499964	o	11	r	r	l	m	25	3
8101992752	10.bmp	0.3554858	p	2	r	r	l	m	25	3
8101992752	30.bmp	0.3551604	p	9	r	r	l	m	25	3
8101992752	30.bmp	0.2879783	o	6	r	r	l	m	25	3
8101992752	30.bmp	0.3110634	p	8	r	r	l	m	25	3
8101992752	70.bmp	0.528435	p	13	r	r	l	m	25	3
8101992752	60.bmp	0.3326861	o	1	r	r	l	m	25	3
8101992752	10.bmp	0.4927544	p	3	r	r	l	m	25	3
8101992752	10.bmp	0.3835476	p	1	r	r	l	m	25	3
8101992752	60.bmp	0.4740771	p	4	r	r	l	m	25	3
8101992752	30.bmp	0.5624711	p	12	r	r	l	m	25	3
8101992752	20.bmp	0.4729832	p	10	r	r	l	m	25	3
8101992752	0.bmp	0.3302295	o	12	r	r	l	m	25	3
8101992752	80.bmp	0.2875079	p	2	r	r	l	m	25	3
8101992752	70.bmp	0.5680502	p	3	r	r	l	m	25	3
8101992752	40.bmp	0.5409666	p	4	r	r	l	m	25	3
8101992752	50.bmp	0.4225838	p	12	r	r	l	m	25	3
8101992752	10.bmp	0.4179361	p	9	r	r	l	m	25	3
8101992752	50.bmp	0.2039009	o	1	r	r	l	m	25	3
8101992752	20.bmp	0.556361	o	11	r	r	l	m	25	3
8101992752	50.bmp	0.4186727	o	4	r	r	l	m	25	3
8101992752	30.bmp	0.6183741	o	11	r	r	l	m	25	3
8101992752	70.bmp	1.0442464	o	8	r	r	l	m	25	3
8101992752	20.bmp	0.3876823	o	12	r	r	l	m	25	3
8101992752	80.bmp	0.3688137	o	1	r	r	l	m	25	3
8101992752	50.bmp	0.2747436	p	7	r	r	l	m	25	3
8101992752	40.bmp	0.2752904	o	1	r	r	l	m	25	3
8101992752	60.bmp	0.3571464	p	2	r	r	l	m	25	3
8101992752	60.bmp	0.3831904	p	8	r	r	l	m	25	3
8101992752	40.bmp	0.4675446	p	7	r	r	l	m	25	3
8101992752	80.bmp	0.6262376	o	6	r	r	l	m	25	3
8101992752	10.bmp	0.7550273	p	12	r	r	l	m	25	3
8101992752	30.bmp	0.4970433	o	7	r	r	l	m	25	3
8101992752	50.bmp	0.599579	p	9	r	r	l	m	25	3
8101992752	80.bmp	0.5901287	p	9	r	r	l	m	25	3
8101992752	60.bmp	0.6870362	p	12	r	r	l	m	25	3
8101992752	60.bmp	0.6022893	o	6	r	r	l	m	25	3
8101992752	20.bmp	0.8783812	p	13	r	r	l	m	25	3
8101992752	40.bmp	0.7383025	o	9	r	r	l	m	25	3
8101992752	40.bmp	0.4795047	o	10	r	r	l	m	25	3
8101992752	50.bmp	0.481462	o	13	r	r	l	m	25	3
8101992752	20.bmp	0.5014695	o	6	r	r	l	m	25	3
8101992752	60.bmp	0.5615697	p	4	r	r	l	m	25	3
8101992752	60.bmp	0.533477	p	10	r	r	l	m	25	3
8101992752	80.bmp	0.6514702	p	3	r	r	l	m	25	3
8101992752	70.bmp	0.3675101	p	3	r	r	l	m	25	3
8101992752	80.bmp	0.3024172	p	9	r	r	l	m	25	3
8101992752	20.bmp	0.3037818	p	3	r	r	l	m	25	3
8101992752	80.bmp	0.2910685	p	2	r	r	l	m	25	3
8101992752	80.bmp	0.5472577	o	11	r	r	l	m	25	3
8101992752	20.bmp	0.635257	p	5	r	r	l	m	25	3
8101992752	70.bmp	0.4836254	o	11	r	r	l	m	25	3
8101992752	30.bmp	0.8725809	p	5	r	r	l	m	25	3
8101992752	30.bmp	0.6307087	o	2	r	r	l	m	25	3
8101992752	30.bmp	0.4580939	p	8	r	r	l	m	25	3
8101992752	40.bmp	0.5329059	p	1	r	r	l	m	25	3
8101992752	50.bmp	0.4860772	p	2	r	r	l	m	25	3
8101992752	40.bmp	0.3114399	p	8	r	r	l	m	25	3
8101992752	70.bmp	0.2713993	o	13	r	r	l	m	25	3
8101992752	10.bmp	0.2803791	p	13	r	r	l	m	25	3
8101992752	10.bmp	0.5470308	p	9	r	r	l	m	25	3
8101992752	60.bmp	0.3858202	o	8	r	r	l	m	25	3
8101992752	30.bmp	0.5881656	o	12	r	r	l	m	25	3
8101992752	60.bmp	0.4191038	p	1	r	r	l	m	25	3
8101992752	10.bmp	0.3683944	p	12	r	r	l	m	25	3
8101992752	40.bmp	0.5566797	p	12	r	r	l	m	25	3
8101992752	60.bmp	0.453154	p	7	r	r	l	m	25	3
8101992752	0.bmp	0.5996232	o	12	r	r	l	m	25	3
8101992752	60.bmp	0.5960221	p	11	r	r	l	m	25	3
8101992752	80.bmp	0.5464355	p	4	r	r	l	m	25	3
8101992752	80.bmp	1.1322943	p	13	r	r	l	m	25	3
8101992752	50.bmp	0.5285072	p	6	r	r	l	m	25	3
8101992752	0.bmp	0.6122131	p	8	r	r	l	m	25	3
8101992752	80.bmp	0.5332416	p	6	r	r	l	m	25	3
8101992752	70.bmp	0.6454262	o	12	r	r	l	m	25	3
8101992752	50.bmp	0.7474474	o	7	r	r	l	m	25	3
8101992752	50.bmp	0.6373778	o	11	r	r	l	m	25	3
8101992752	50.bmp	0.623751	p	9	r	r	l	m	25	3
8101992752	0.bmp	0.5055722	o	10	r	r	l	m	25	3
8101992752	70.bmp	0.5627096	p	8	r	r	l	m	25	3
8101992752	40.bmp	0.8005147	p	6	r	r	l	m	25	3
8101992752	40.bmp	0.7642285	o	11	r	r	l	m	25	3
8101992752	70.bmp	0.6903467	o	7	r	r	l	m	25	3
8101992752	10.bmp	0.5618623	o	10	r	r	l	m	25	3
8101992752	60.bmp	0.3832692	p	13	r	r	l	m	25	3
8101992752	20.bmp	0.3958998	o	8	r	r	l	m	25	3
8101992752	30.bmp	0.4821561	o	9	r	r	l	m	25	3
8101992752	80.bmp	0.5192159	o	12	r	r	l	m	25	3
8101992752	60.bmp	0.6074841	p	5	r	r	l	m	25	3
8101992752	10.bmp	0.6267885	o	3	r	r	l	m	25	3
8101992752	20.bmp	0.56798	p	10	r	r	l	m	25	3
8101992752	20.bmp	0.5456639	o	11	r	r	l	m	25	3
8101992752	40.bmp	0.4575573	o	7	r	r	l	m	25	3
8101992752	70.bmp	0.5992436	o	2	r	r	l	m	25	3
8101992752	40.bmp	0.5567679	o	3	r	r	l	m	25	3
8101992752	20.bmp	0.4629133	o	9	r	r	l	m	25	3
8101992752	80.bmp	0.6172268	o	1	r	r	l	m	25	3
8101992752	70.bmp	0.3823815	p	6	r	r	l	m	25	3
8101992752	40.bmp	0.4255733	o	5	r	r	l	m	25	3
8101992752	0.bmp	0.5168647	p	11	r	r	l	m	25	3
8101992752	80.bmp	0.4243977	p	10	r	r	l	m	25	3
8101992752	10.bmp	0.3724045	o	8	r	r	l	m	25	3
8101992752	0.bmp	0.6165739	o	13	r	r	l	m	25	3
8101992752	60.bmp	0.9570637	p	2	r	r	l	m	25	3
8101992752	0.bmp	0.5389224	o	3	r	r	l	m	25	3
8101992752	70.bmp	0.675369	p	10	r	r	l	m	25	3
8101992752	0.bmp	0.4911201	o	9	r	r	l	m	25	3
8101992752	0.bmp	0.5352044	o	6	r	r	l	m	25	3
8101992752	60.bmp	0.4125865	o	9	r	r	l	m	25	3
8101992752	70.bmp	0.3999166	o	9	r	r	l	m	25	3
8101992752	50.bmp	0.610328	p	10	r	r	l	m	25	3
8101992752	10.bmp	0.6151969	o	7	r	r	l	m	25	3
8101992752	40.bmp	0.466375	o	4	r	r	l	m	25	3
8101992752	80.bmp	0.4882411	o	7	r	r	l	m	25	3
8101992752	30.bmp	0.5574094	o	13	r	r	l	m	25	3
8101992752	30.bmp	0.4727633	o	4	r	r	l	m	25	3
8101992752	60.bmp	0.4278912	o	3	r	r	l	m	25	3
8101992752	10.bmp	0.6010164	p	2	r	r	l	m	25	3
8101992752	50.bmp	0.5309203	p	5	r	r	l	m	25	3
8101992752	10.bmp	0.5460599	p	6	r	r	l	m	25	3
8101992752	60.bmp	0.4325471	p	6	r	r	l	m	25	3
8101992752	40.bmp	0.5050431	p	13	r	r	l	m	25	3
8101992752	30.bmp	0.3186665	o	1	r	r	l	m	25	3
8101992752	0.bmp	0.4037052	p	2	r	r	l	m	25	3
8101992752	60.bmp	0.4266038	p	12	r	r	l	m	25	3
8101992752	50.bmp	0.5070292	o	3	r	r	l	m	25	3
8101992752	20.bmp	0.6141662	p	12	r	r	l	m	25	3
8101992752	30.bmp	0.5373	o	6	r	r	l	m	25	3
8101992752	50.bmp	0.5696176	p	4	r	r	l	m	25	3
8101992752	20.bmp	0.5955887	o	7	r	r	l	m	25	3
8101992752	0.bmp	0.6281661	p	1	r	r	l	m	25	3
8101992752	50.bmp	0.695935	p	12	r	r	l	m	25	3
8101992752	20.bmp	0.5000522	p	2	r	r	l	m	25	3
8101992752	30.bmp	0.4461935	p	3	r	r	l	m	25	3
8101992752	70.bmp	0.6929135	p	1	r	r	l	m	25	3
8101992752	20.bmp	0.4789872	p	1	r	r	l	m	25	3
8101992752	50.bmp	0.4631616	p	8	r	r	l	m	25	3
8101992752	40.bmp	0.4078386	p	2	r	r	l	m	25	3
8101992752	10.bmp	0.3433379	p	5	r	r	l	m	25	3
8101992752	0.bmp	0.3820642	p	4	r	r	l	m	25	3
8101992752	70.bmp	0.4197407	p	4	r	r	l	m	25	3
8101992752	0.bmp	0.5474798	p	7	r	r	l	m	25	3
8101992752	10.bmp	0.3561275	o	11	r	r	l	m	25	3
8101992752	80.bmp	0.2701111	p	8	r	r	l	m	25	3
8101992752	30.bmp	0.6517082	o	11	r	r	l	m	25	3
8101992752	30.bmp	0.5764307	p	7	r	r	l	m	25	3
8101992752	50.bmp	0.5419824	p	1	r	r	l	m	25	3
8101992752	30.bmp	0.5165482	p	10	r	r	l	m	25	3
8101992752	20.bmp	0.6035546	o	4	r	r	l	m	25	3
8101992752	80.bmp	0.662829	o	5	r	r	l	m	25	3
8101992752	10.bmp	0.5239269	p	1	r	r	l	m	25	3
8101992752	10.bmp	0.6152899	o	4	r	r	l	m	25	3
8101992752	0.bmp	0.6727856	o	5	r	r	l	m	25	3
8101992752	70.bmp	0.5690831	p	5	r	r	l	m	25	3
8101992752	60.bmp	0.4956752	q	2	l	r	l	m	25	3
8101992752	80.bmp	0.4661551	q	9	l	r	l	m	25	3
8101992752	40.bmp	0.7260072	w	12	l	r	l	m	25	3
8101992752	40.bmp	0.6289447	w	5	l	r	l	m	25	3
8101992752	20.bmp	0.8287359	w	3	l	r	l	m	25	3
8101992752	10.bmp	0.6666087	q	6	l	r	l	m	25	3
8101992752	30.bmp	0.8279827	w	7	l	r	l	m	25	3
8101992752	70.bmp	0.7569673	q	4	l	r	l	m	25	3
8101992752	40.bmp	0.6975324	w	10	l	r	l	m	25	3
8101992752	0.bmp	0.6628268	w	10	l	r	l	m	25	3
8101992752	40.bmp	0.6575245	w	2	l	r	l	m	25	3
8101992752	60.bmp	0.5778025	w	7	l	r	l	m	25	3
8101992752	30.bmp	0.4525033	w	4	l	r	l	m	25	3
8101992752	40.bmp	0.4828944	w	11	l	r	l	m	25	3
8101992752	30.bmp	0.4656582	w	12	l	r	l	m	25	3
8101992752	40.bmp	0.502169	w	9	l	r	l	m	25	3
8101992752	0.bmp	0.4774017	w	11	l	r	l	m	25	3
8101992752	10.bmp	0.5803185	w	8	l	r	l	m	25	3
8101992752	10.bmp	0.5194495	w	1	l	r	l	m	25	3
8101992752	10.bmp	0.4375764	w	5	l	r	l	m	25	3
8101992752	60.bmp	0.4035528	w	5	l	r	l	m	25	3
8101992752	50.bmp	0.5129643	q	8	l	r	l	m	25	3
8101992752	70.bmp	0.4516776	q	7	l	r	l	m	25	3
8101992752	40.bmp	0.5136455	q	4	l	r	l	m	25	3
8101992752	10.bmp	0.4962086	w	7	l	r	l	m	25	3
8101992752	20.bmp	0.7380599	q	10	l	r	l	m	25	3
8101992752	40.bmp	0.8303126	w	6	l	r	l	m	25	3
8101992752	80.bmp	0.5337954	q	13	l	r	l	m	25	3
8101992752	10.bmp	0.6153202	w	11	l	r	l	m	25	3
8101992752	70.bmp	0.7205201	q	8	l	r	l	m	25	3
8101992752	10.bmp	0.7171121	w	13	l	r	l	m	25	3
8101992752	30.bmp	0.4536279	w	6	l	r	l	m	25	3
8101992752	60.bmp	0.4886558	w	10	l	r	l	m	25	3
8101992752	20.bmp	0.5331944	w	4	l	r	l	m	25	3
8101992752	60.bmp	0.8260009	w	3	l	r	l	m	25	3
8101992752	70.bmp	0.4747063	w	3	l	r	l	m	25	3
8101992752	60.bmp	0.4811278	w	9	l	r	l	m	25	3
8101992752	50.bmp	0.4195039	w	4	l	r	l	m	25	3
8101992752	60.bmp	0.4409071	w	4	l	r	l	m	25	3
8101992752	10.bmp	0.4161884	w	9	l	r	l	m	25	3
8101992752	80.bmp	0.4495943	w	4	l	r	l	m	25	3
8101992752	50.bmp	0.4172685	w	9	l	r	l	m	25	3
8101992752	50.bmp	0.503771	w	13	l	r	l	m	25	3
8101992752	20.bmp	0.372881	w	13	l	r	l	m	25	3
8101992752	20.bmp	0.4043938	w	8	l	r	l	m	25	3
8101992752	60.bmp	0.6881603	w	11	l	r	l	m	25	3
8101992752	30.bmp	0.7091888	q	11	l	r	l	m	25	3
8101992752	0.bmp	1.5466872	q	3	l	r	l	m	25	3
8101992752	0.bmp	0.5720813	q	1	l	r	l	m	25	3
8101992752	70.bmp	0.6942593	w	1	l	r	l	m	25	3
8101992752	30.bmp	0.6287946	w	10	l	r	l	m	25	3
8101992752	30.bmp	0.6172131	w	3	l	r	l	m	25	3
8101992752	20.bmp	0.876079	q	12	l	r	l	m	25	3
8101992752	20.bmp	0.788908	w	1	l	r	l	m	25	3
8101992752	60.bmp	0.7229371	q	6	l	r	l	m	25	3
8101992752	60.bmp	0.6399818	q	1	l	r	l	m	25	3
8101992752	80.bmp	0.5978498	w	6	l	r	l	m	25	3
8101992752	60.bmp	0.9544304	w	8	l	r	l	m	25	3
8101992752	70.bmp	0.5613244	q	6	l	r	l	m	25	3
8101992752	70.bmp	0.5718728	w	11	l	r	l	m	25	3
8101992752	50.bmp	0.7036109	w	11	l	r	l	m	25	3
8101992752	20.bmp	0.6310624	q	7	l	r	l	m	25	3
8101992752	0.bmp	1.3385216	w	9	l	r	l	m	25	3
8101992752	50.bmp	0.60196	q	10	l	r	l	m	25	3
8101992752	50.bmp	1.0060533	w	1	l	r	l	m	25	3
8101992752	30.bmp	0.6437274	w	8	l	r	l	m	25	3
8101992752	80.bmp	0.7865794	w	12	l	r	l	m	25	3
8101992752	0.bmp	0.547106	w	4	l	r	l	m	25	3
8101992752	80.bmp	0.6263257	w	10	l	r	l	m	25	3
8101992752	70.bmp	0.6277934	w	2	l	r	l	m	25	3
8101992752	10.bmp	0.4162813	w	3	l	r	l	m	25	3
8101992752	50.bmp	0.7700371	q	3	l	r	l	m	25	3
8101992752	30.bmp	0.5920993	q	2	l	r	l	m	25	3
8101992752	80.bmp	0.6500358	q	11	l	r	l	m	25	3
8101992752	30.bmp	0.4331148	q	1	l	r	l	m	25	3
8101992752	50.bmp	0.6094356	w	5	l	r	l	m	25	3
8101992752	50.bmp	0.7218382	q	2	l	r	l	m	25	3
8101992752	50.bmp	0.6471142	q	6	l	r	l	m	25	3
8101992752	80.bmp	1.0751905	q	5	l	r	l	m	25	3
8101992752	0.bmp	0.6498677	w	2	l	r	l	m	25	3
8101992752	50.bmp	0.6338064	q	7	l	r	l	m	25	3
8101992752	70.bmp	0.6586316	w	10	l	r	l	m	25	3
8101992752	40.bmp	0.7532194	w	1	l	r	l	m	25	3
8101992752	10.bmp	0.5949786	q	2	l	r	l	m	25	3
8101992752	70.bmp	0.7423686	w	9	l	r	l	m	25	3
8101992752	70.bmp	0.640674	q	5	l	r	l	m	25	3
8101992752	60.bmp	0.4858382	q	13	l	r	l	m	25	3
8101992752	70.bmp	0.5600741	q	13	l	r	l	m	25	3
8101992752	30.bmp	0.9561135	w	5	l	r	l	m	25	3
8101992752	20.bmp	0.561649	q	9	l	r	l	m	25	3
8101992752	20.bmp	0.6422881	w	11	l	r	l	m	25	3
8101992752	60.bmp	0.5856146	q	12	l	r	l	m	25	3
8101992752	0.bmp	0.711875	q	12	l	r	l	m	25	3
8101992752	0.bmp	0.8211062	q	8	l	r	l	m	25	3
8101992752	30.bmp	0.6761247	w	13	l	r	l	m	25	3
8101992752	10.bmp	1.0094619	q	4	l	r	l	m	25	3
8101992752	20.bmp	0.9420391	q	6	l	r	l	m	25	3
8101992752	10.bmp	0.5252659	w	10	l	r	l	m	25	3
8101992752	10.bmp	0.7203615	q	12	l	r	l	m	25	3
8101992752	40.bmp	0.9283385	q	13	l	r	l	m	25	3
8101992752	0.bmp	0.77614	q	6	l	r	l	m	25	3
8101992752	40.bmp	0.5637435	q	3	l	r	l	m	25	3
8101992752	50.bmp	0.7521298	w	12	l	r	l	m	25	3
8101992752	30.bmp	0.5724477	w	9	l	r	l	m	25	3
8101992752	0.bmp	0.6154205	q	7	l	r	l	m	25	3
8101992752	80.bmp	0.4976094	q	3	l	r	l	m	25	3
8101992752	80.bmp	1.0592844	q	2	l	r	l	m	25	3
8101992752	20.bmp	0.6234194	w	2	l	r	l	m	25	3
8101992752	80.bmp	0.5955196	q	8	l	r	l	m	25	3
8101992752	80.bmp	0.7020836	w	1	l	r	l	m	25	3
8101992752	80.bmp	0.6205193	q	7	l	r	l	m	25	3
8101992752	0.bmp	0.6138562	w	13	l	r	l	m	25	3
8101992752	40.bmp	0.6451102	q	8	l	r	l	m	25	3
8101992752	20.bmp	0.6586637	w	5	l	r	l	m	25	3
8101992752	70.bmp	0.7140857	w	12	l	r	l	m	25	3
8101992752	0.bmp	0.5958724	w	5	l	r	l	m	25	3
8101992752	40.bmp	0.4659775	q	7	l	r	l	m	25	3
8101992752	0.bmp	0.6334127	w	2	l	r	l	m	25	3
8101992752	40.bmp	1.0263918	q	12	l	r	l	m	25	3
8101992752	60.bmp	0.6968216	q	1	l	r	l	m	25	3
8101992752	0.bmp	0.590071	w	12	l	r	l	m	25	3
8101992752	20.bmp	0.5679474	w	5	l	r	l	m	25	3
8101992752	80.bmp	0.5886187	q	8	l	r	l	m	25	3
8101992752	0.bmp	0.6921185	w	11	l	r	l	m	25	3
8101992752	80.bmp	0.6863486	q	5	l	r	l	m	25	3
8101992752	60.bmp	0.6697931	w	4	l	r	l	m	25	3
8101992752	30.bmp	0.8677907	q	9	l	r	l	m	25	3
8101992752	70.bmp	0.5770845	q	7	l	r	l	m	25	3
8101992752	30.bmp	0.6713412	w	13	l	r	l	m	25	3
8101992752	50.bmp	0.5427552	q	6	l	r	l	m	25	3
8101992752	20.bmp	0.7242929	w	8	l	r	l	m	25	3
8101992752	40.bmp	0.6017589	q	3	l	r	l	m	25	3
8101992752	10.bmp	0.9801859	w	13	l	r	l	m	25	3
8101992752	60.bmp	0.6016045	q	3	l	r	l	m	25	3
8101992752	70.bmp	0.6076321	q	4	l	r	l	m	25	3
8101992752	0.bmp	0.9288324	q	6	l	r	l	m	25	3
8101992752	70.bmp	0.6274803	w	1	l	r	l	m	25	3
8101992752	10.bmp	0.6864861	w	10	l	r	l	m	25	3
8101992752	20.bmp	0.4607126	w	11	l	r	l	m	25	3
8101992752	50.bmp	0.4891834	w	13	l	r	l	m	25	3
8101992752	40.bmp	0.4168285	w	1	l	r	l	m	25	3
8101992752	70.bmp	0.3546755	w	13	l	r	l	m	25	3
8101992752	60.bmp	0.4198566	w	2	l	r	l	m	25	3
8101992752	30.bmp	0.2973948	w	5	l	r	l	m	25	3
8101992752	30.bmp	0.3527509	q	11	l	r	l	m	25	3
8101992752	60.bmp	0.7667661	q	13	l	r	l	m	25	3
8101992752	20.bmp	0.615582	q	3	l	r	l	m	25	3
8101992752	70.bmp	0.651912	w	9	l	r	l	m	25	3
8101992752	20.bmp	0.5031464	q	2	l	r	l	m	25	3
8101992752	0.bmp	0.5821548	q	7	l	r	l	m	25	3
8101992752	10.bmp	0.6694803	w	2	l	r	l	m	25	3
8101992752	60.bmp	0.7737932	w	10	l	r	l	m	25	3
8101992752	50.bmp	0.6522916	q	4	l	r	l	m	25	3
8101992752	50.bmp	0.8619976	w	8	l	r	l	m	25	3
8101992752	20.bmp	0.7036276	q	7	l	r	l	m	25	3
8101992752	0.bmp	0.6758502	w	8	l	r	l	m	25	3
8101992752	40.bmp	0.6489915	q	8	l	r	l	m	25	3
8101992752	0.bmp	0.6383716	q	4	l	r	l	m	25	3
8101992752	10.bmp	0.4418234	q	7	l	r	l	m	25	3
8101992752	40.bmp	0.6020934	w	10	l	r	l	m	25	3
8101992752	0.bmp	0.7189328	w	1	l	r	l	m	25	3
8101992752	50.bmp	0.774866	w	5	l	r	l	m	25	3
8101992752	20.bmp	0.5340005	w	13	l	r	l	m	25	3
8101992752	70.bmp	0.6287951	q	3	l	r	l	m	25	3
8101992752	50.bmp	0.6479866	w	2	l	r	l	m	25	3
8101992752	80.bmp	0.6056835	q	10	l	r	l	m	25	3
8101992752	10.bmp	0.658832	w	9	l	r	l	m	25	3
8101992752	60.bmp	0.5973858	q	7	l	r	l	m	25	3
8101992752	70.bmp	0.6592555	w	2	l	r	l	m	25	3
8101992752	60.bmp	0.9760278	q	12	l	r	l	m	25	3
8101992752	50.bmp	0.5670978	q	12	l	r	l	m	25	3
8101992752	40.bmp	0.5244588	q	9	l	r	l	m	25	3
8101992752	70.bmp	0.6043204	w	5	l	r	l	m	25	3
8101992752	60.bmp	0.5813115	q	6	l	r	l	m	25	3
8101992752	70.bmp	0.6417343	q	8	l	r	l	m	25	3
8101992752	80.bmp	0.6167802	q	7	l	r	l	m	25	3
8101992752	10.bmp	0.6130968	w	1	l	r	l	m	25	3
8101992752	30.bmp	0.7407372	w	1	l	r	l	m	25	3
8101992752	60.bmp	0.6943217	q	11	l	r	l	m	25	3
8101992752	80.bmp	0.6380632	q	12	l	r	l	m	25	3
8101992752	30.bmp	0.6473479	w	4	l	r	l	m	25	3
8101992752	80.bmp	0.5739121	q	6	l	r	l	m	25	3
8101992752	50.bmp	0.7626147	q	3	l	r	l	m	25	3
8101992752	20.bmp	0.647382	w	1	l	r	l	m	25	3
8101992752	10.bmp	0.7612303	w	8	l	r	l	m	25	3
8101992752	40.bmp	0.5295913	q	7	l	r	l	m	25	3
